OG_name,OG size (number of genomes),OG size (total number of genes),CAI_mean,knum,knum_description,Ecoli_APEC_O1,Ecoli_JJ1886,Ecoli_UMN026,Sboydii_Sb227,Sflexneri_5_8401
OG_2485,5,5,0.33,,,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_3545,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_3564,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_3611,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_3428,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_3514
OG_2486,5,5,0.325,K00014,"K00014 (shikimate dehydrogenase [EC:1.1.1.25], https://www.genome.jp/entry/K00014)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_3546,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_3565,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_3612,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_3429,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_3515
OG_2487,5,5,0.304,K07566,"K07566 (L-threonylcarbamoyladenylate synthase [EC:2.7.7.87], https://www.genome.jp/entry/K07566)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_3547,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_3566,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_3613,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_3430,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_3516
OG_2488,5,5,0.362,K07479,"K07479 (putative DNA topoisomerase, https://www.genome.jp/entry/K07479)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_3548,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_3567,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_3614,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_3431,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_3517
OG_2489,5,5,0.365,K03747,"K03747 (Smg protein, https://www.genome.jp/entry/K03747)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_3549,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_3568,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_3615,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_3432,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_3518
OG_2490,3,3,0.285,,,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_355,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_2166,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_390,,
OG_2491,5,5,0.231,K04096,"K04096 (DNA processing protein, https://www.genome.jp/entry/K04096)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_3550,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_3569,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_3616,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_3433,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_3519
OG_2492,5,5,0.454,K01462,"K01462 (peptide deformylase [EC:3.5.1.88], https://www.genome.jp/entry/K01462)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_3551,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_3570,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_3617,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_3434,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_3520
OG_2493,5,5,0.394,K00604,"K00604 (methionyl-tRNA formyltransferase [EC:2.1.2.9], https://www.genome.jp/entry/K00604)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_3552,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_3571,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_3618,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_3435,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_3521
OG_2494,5,5,0.362,K03500,"K03500 (16S rRNA (cytosine967-C5)-methyltransferase [EC:2.1.1.176], https://www.genome.jp/entry/K03500)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_3553,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_3572,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_3619,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_3436,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_3522
OG_2495,5,5,0.393,K03499,"K03499 (trk/ktr system potassium uptake protein, https://www.genome.jp/entry/K03499)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_3554,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_3573,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_3620,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_3437,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_3523
OG_2496,4,4,0.355,K03282,"K03282 (large conductance mechanosensitive channel, https://www.genome.jp/entry/K03282)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_3555,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_3574,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_3621,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_3438,
OG_2497,4,4,0.206,K09890,"K09890 (alternative ribosome-rescue factor, https://www.genome.jp/entry/K09890)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_3556,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_3575,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_3622,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_3439,
OG_2498,4,4,0.316,K13638,"K13638 (MerR family transcriptional regulator, Zn(II)-responsive regulator of zntA, https://www.genome.jp/entry/K13638)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_3557,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_3576,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_3623,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_3440,
OG_2499,4,4,0.275,,,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_3558,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_3577,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_3624,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_3441,
OG_2500,5,5,0.606,K02879,"K02879 (large subunit ribosomal protein L17, https://www.genome.jp/entry/K02879)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_3559,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_3578,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_3625,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_3442,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_3528
OG_2501,5,5,0.441,K15551,"K15551 (taurine transport system substrate-binding protein, https://www.genome.jp/entry/K15551)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_356,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_367,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_391,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_257,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_352
OG_2502,5,5,0.505,K03040,"K03040 (DNA-directed RNA polymerase subunit alpha [EC:2.7.7.6], https://www.genome.jp/entry/K03040)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_3560,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_3579,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_3626,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_3443,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_3529
OG_2503,5,5,0.608,K02986,"K02986 (small subunit ribosomal protein S4, https://www.genome.jp/entry/K02986)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_3561,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_3580,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_3627,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_3444,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_3530
OG_2504,5,5,0.642,K02948,"K02948 (small subunit ribosomal protein S11, https://www.genome.jp/entry/K02948)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_3562,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_3581,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_3628,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_3445,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_3531
OG_2505,5,5,0.519,K02952,"K02952 (small subunit ribosomal protein S13, https://www.genome.jp/entry/K02952)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_3563,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_3582,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_3629,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_3446,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_3532
OG_2506,4,4,0.49,K02919,"K02919 (large subunit ribosomal protein L36, https://www.genome.jp/entry/K02919)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_3564,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_3583,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_3630,,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_3533
OG_2507,5,5,0.422,K03076,"K03076 (preprotein translocase subunit SecY, https://www.genome.jp/entry/K03076)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_3565,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_3584,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_3631,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_3447,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_3534
OG_2508,5,5,0.731,K02876,"K02876 (large subunit ribosomal protein L15, https://www.genome.jp/entry/K02876)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_3566,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_3585,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_3632,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_3448,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_3535
OG_2509,5,5,0.594,K02907,"K02907 (large subunit ribosomal protein L30, https://www.genome.jp/entry/K02907)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_3567,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_3586,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_3633,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_3449,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_3536
OG_2510,5,5,0.638,K02988,"K02988 (small subunit ribosomal protein S5, https://www.genome.jp/entry/K02988)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_3568,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_3587,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_3634,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_3450,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_3537
OG_2511,5,5,0.66,K02881,"K02881 (large subunit ribosomal protein L18, https://www.genome.jp/entry/K02881)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_3569,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_3588,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_3635,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_3451,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_3538
OG_2512,5,5,0.375,K10831,"K10831 (taurine transport system ATP-binding protein [EC:7.6.2.7], https://www.genome.jp/entry/K10831)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_357,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_368,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_392,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_258,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_353
OG_2513,5,5,0.673,K02933,"K02933 (large subunit ribosomal protein L6, https://www.genome.jp/entry/K02933)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_3570,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_3589,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_3636,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_3452,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_3539
OG_2514,5,5,0.646,K02994,"K02994 (small subunit ribosomal protein S8, https://www.genome.jp/entry/K02994)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_3571,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_3590,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_3637,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_3453,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_3540
OG_2515,5,5,0.591,K02954,"K02954 (small subunit ribosomal protein S14, https://www.genome.jp/entry/K02954)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_3572,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_3591,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_3638,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_3454,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_3541
OG_2516,5,5,0.659,K02931,"K02931 (large subunit ribosomal protein L5, https://www.genome.jp/entry/K02931)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_3573,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_3592,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_3639,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_3455,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_3542
OG_2517,5,5,0.63,K02895,"K02895 (large subunit ribosomal protein L24, https://www.genome.jp/entry/K02895)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_3574,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_3593,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_3640,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_3456,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_3543
OG_2518,5,5,0.554,K02874,"K02874 (large subunit ribosomal protein L14, https://www.genome.jp/entry/K02874)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_3575,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_3594,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_3641,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_3457,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_3544
OG_2519,5,5,0.738,K02961,"K02961 (small subunit ribosomal protein S17, https://www.genome.jp/entry/K02961)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_3576,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_3595,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_3642,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_3458,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_3545
OG_2520,5,5,0.589,K02904,"K02904 (large subunit ribosomal protein L29, https://www.genome.jp/entry/K02904)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_3577,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_3596,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_3643,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_3459,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_3546
OG_2521,5,5,0.656,K02878,"K02878 (large subunit ribosomal protein L16, https://www.genome.jp/entry/K02878)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_3578,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_3597,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_3644,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_3460,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_3547
OG_2522,5,5,0.771,K02982,"K02982 (small subunit ribosomal protein S3, https://www.genome.jp/entry/K02982)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_3579,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_3598,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_3645,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_3461,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_3548
OG_2523,5,5,0.314,K02050;K15552;K15554,"K02050 (NitT/TauT family transport system permease protein, https://www.genome.jp/entry/K02050);K15552 (taurine transport system permease protein, https://www.genome.jp/entry/K15552);K15554 (sulfonate transport system permease protein, https://www.genome.jp/entry/K15554)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_358,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_369,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_393,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_259,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_354
OG_2524,5,5,0.611,K02890,"K02890 (large subunit ribosomal protein L22, https://www.genome.jp/entry/K02890)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_3580,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_3599,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_3646,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_3462,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_3549
OG_2525,5,5,0.522,K02965,"K02965 (small subunit ribosomal protein S19, https://www.genome.jp/entry/K02965)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_3581,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_3600,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_3647,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_3463,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_3550
OG_2526,5,5,0.75,K02886,"K02886 (large subunit ribosomal protein L2, https://www.genome.jp/entry/K02886)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_3582,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_3601,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_3648,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_3464,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_3551
OG_2527,5,5,0.695,K02892,"K02892 (large subunit ribosomal protein L23, https://www.genome.jp/entry/K02892)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_3583,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_3602,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_3649,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_3465,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_3552
OG_2528,5,5,0.721,K02926,"K02926 (large subunit ribosomal protein L4, https://www.genome.jp/entry/K02926)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_3584,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_3603,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_3650,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_3466,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_3553
OG_2529,5,5,0.738,K02906,"K02906 (large subunit ribosomal protein L3, https://www.genome.jp/entry/K02906)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_3585,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_3604,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_3651,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_3467,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_3554
OG_2530,5,5,0.64,K02946,"K02946 (small subunit ribosomal protein S10, https://www.genome.jp/entry/K02946)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_3586,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_3605,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_3652,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_3468,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_3555
OG_2531,2,2,0.281,,,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_3587,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_3606,,,
OG_2532,5,5,0.346,K03119,"K03119 (taurine dioxygenase [EC:1.14.11.17], https://www.genome.jp/entry/K03119)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_359,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_370,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_394,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_260,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_355
OG_2533,2,2,0.205,K02452,"K02452 (general secretion pathway protein C, https://www.genome.jp/entry/K02452)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_3591,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_3608,,,
OG_2534,2,2,0.346,K02453,"K02453 (general secretion pathway protein D, https://www.genome.jp/entry/K02453)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_3592,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_3609,,,
OG_2535,2,2,0.28,K02455,"K02455 (general secretion pathway protein F, https://www.genome.jp/entry/K02455)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_3595,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_3611,,,
OG_2536,2,2,0.356,K02456,"K02456 (general secretion pathway protein G, https://www.genome.jp/entry/K02456)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_3596,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_3612,,,
OG_2537,2,2,0.279,K02457,"K02457 (general secretion pathway protein H, https://www.genome.jp/entry/K02457)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_3597,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_3613,,,
OG_2538,2,2,0.25,K02458,"K02458 (general secretion pathway protein I, https://www.genome.jp/entry/K02458)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_3598,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_3614,,,
OG_2539,2,2,0.28,K02459,"K02459 (general secretion pathway protein J, https://www.genome.jp/entry/K02459)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_3599,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_3615,,,
OG_2540,4,4,0.483,K08298,"K08298 (L-carnitine CoA-transferase [EC:2.8.3.21], https://www.genome.jp/entry/K08298)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_36,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_39,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_37,,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_33
OG_2541,5,5,0.466,K01698,"K01698 (porphobilinogen synthase [EC:4.2.1.24], https://www.genome.jp/entry/K01698)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_360,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_371,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_395,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_261,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_356
OG_2542,2,2,0.291,K02461,"K02461 (general secretion pathway protein L, https://www.genome.jp/entry/K02461)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_3602,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_3617,,,
OG_2543,2,2,0.318,K02462,"K02462 (general secretion pathway protein M, https://www.genome.jp/entry/K02462)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_3603,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_3618,,,
OG_2544,5,5,0.363,K03594,"K03594 (bacterioferritin [EC:1.16.3.1], https://www.genome.jp/entry/K03594)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_3605,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_3620,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_3654,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_3474,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_3557
OG_2545,5,5,0.389,K02192,"K02192 (bacterioferritin-associated ferredoxin, https://www.genome.jp/entry/K02192)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_3606,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_3621,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_3655,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_3475,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_3558
OG_2546,2,2,0.483,K13381,"K13381 (bifunctional chitinase/lysozyme [EC:3.2.1.14 3.2.1.17], https://www.genome.jp/entry/K13381)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_3607,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_3622,,,
OG_2547,5,5,0.825,K02358,"K02358 (elongation factor Tu, https://www.genome.jp/entry/K02358)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_3609,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_3623,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_3656,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_3476,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_3559
OG_2548,3,3,0.599,,,Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_361,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_372,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_396,,
OG_2549,5,5,0.767,K02355,"K02355 (elongation factor G, https://www.genome.jp/entry/K02355)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_3610,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_3624,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_3657,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_3477,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_3560
OG_2550,5,5,0.663,K02992,"K02992 (small subunit ribosomal protein S7, https://www.genome.jp/entry/K02992)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_3611,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_3625,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_3658,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_3478,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_3561
OG_2551,5,5,0.698,K02950,"K02950 (small subunit ribosomal protein S12, https://www.genome.jp/entry/K02950)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_3612,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_3626,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_3659,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_3479,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_3562
OG_2552,5,5,0.303,K07237,"K07237 (tRNA 2-thiouridine synthesizing protein B, https://www.genome.jp/entry/K07237)",Ecoli_APEC_O1:gi|117622295|ref|NC_008563.1|_3613,Ecoli_JJ1886:gi|556550243|ref|NC_022648.1|_3627,Ecoli_UMN026:gi|218703261|ref|NC_011751.1|_3660,Sboydii_Sb227:gi|82542618|ref|NC_007613.1|_3480,Sflexneri_5_8401:gi|110804074|ref|NC_008258.1|_3563
